-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.016
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.082
-183.800, 80.200, -0.012,  0.115
-183.800, 80.199, 0.026,  0.148
-183.800, 80.198, 0.023,  0.181
-183.800, 80.197, 0.025,  0.214
-183.799, 80.194, 0.118,  0.247
-183.797, 80.186, 0.261,  0.280
-183.795, 80.175, 0.330,  0.313
-183.793, 80.159, 0.524,  0.346
-183.792, 80.139, 0.584,  0.379
-183.792, 80.117, 0.690,  0.412
-183.790, 80.091, 0.808,  0.445
-183.789, 80.062, 0.853,  0.478
-183.788, 80.031, 0.935,  0.511
-183.788, 80.000, 0.942,  0.544
-183.787, 79.969, 0.933,  0.577
-183.786, 79.940, 0.893,  0.610
-183.785, 79.911, 0.866,  0.643
-183.784, 79.883, 0.866,  0.676
-183.783, 79.854, 0.906,  0.709
-183.782, 79.822, 0.974,  0.742
-183.781, 79.786, 1.089,  0.775
-183.780, 79.746, 1.239,  0.808
-183.779, 79.702, 1.310,  0.841
-183.778, 79.657, 1.358,  0.874
-183.777, 79.611, 1.383,  0.907
-183.775, 79.565, 1.390,  0.940
-183.774, 79.519, 1.384,  0.973
-183.773, 79.473, 1.373,  1.006
-183.772, 79.429, 1.345,  1.039
-183.771, 79.385, 1.342,  1.072
-183.770, 79.340, 1.370,  1.105
-183.769, 79.292, 1.435,  1.138
-183.768, 79.242, 1.510,  1.171
-183.766, 79.190, 1.578,  1.204
-183.765, 79.136, 1.620,  1.237
-183.764, 79.082, 1.637,  1.270
-183.763, 79.027, 1.635,  1.303
-183.761, 78.973, 1.616,  1.336
-183.760, 78.920, 1.600,  1.369
-183.759, 78.868, 1.578,  1.402
-183.758, 78.816, 1.577,  1.435
-183.757, 78.763, 1.607,  1.468
-183.755, 78.708, 1.670,  1.501
-183.754, 78.650, 1.740,  1.534
-183.753, 78.590, 1.794,  1.567
-183.751, 78.529, 1.824,  1.600
-183.750, 78.468, 1.831,  1.633
-183.749, 78.408, 1.821,  1.666
-183.747, 78.348, 1.798,  1.699
-183.746, 78.289, 1.766,  1.732
